time_s,integral,shift,assignment,experiment,ISTD_mg_mL,ISTD,,,
6633,422.348,3.4283345,product,JIV-01-08zg2d,25,1095.72,,,
6693,408.988,3.4283345,product,JIV-01-08zg2d,25,1150.88,,,
6753,417.095,3.4283345,product,JIV-01-08zg2d,25,1138.39,,,
6813,425.369,3.4283345,product,JIV-01-08zg2d,25,1138.65,,,
6873,437.064,3.4283345,product,JIV-01-08zg2d,25,1126.68,,,
6933,420.168,3.4283345,product,JIV-01-08zg2d,25,1146.76,,,
6993,416.211,3.4283345,product,JIV-01-08zg2d,25,1141.33,,,
7053,424.959,3.4283345,product,JIV-01-08zg2d,25,1152.31,,,
7113,436.631,3.4283345,product,JIV-01-08zg2d,25,1152.55,,,
7173,429.334,3.4283345,product,JIV-01-08zg2d,25,1153.37,,,
7233,446.142,3.4283345,product,JIV-01-08zg2d,25,1139,,,
7293,451.866,3.4283345,product,JIV-01-08zg2d,25,1125.01,,,
7353,442.83,3.4283345,product,JIV-01-08zg2d,25,1151.59,,,
7413,447.513,3.4283345,product,JIV-01-08zg2d,25,1139.24,,,
7473,443.996,3.4283345,product,JIV-01-08zg2d,25,1140.87,,,
7533,441.731,3.4283345,product,JIV-01-08zg2d,25,1139.31,,,
7593,451.026,3.4283345,product,JIV-01-08zg2d,25,1180.12,,,
7653,470.39,3.4283345,product,JIV-01-08zg2d,25,1123.32,,,
7713,464.773,3.4283345,product,JIV-01-08zg2d,25,1116.42,,,
7773,459.818,3.4283345,product,JIV-01-08zg2d,25,1158.66,,,
7833,463.508,3.4283345,product,JIV-01-08zg2d,25,1132.75,,,
7893,480.333,3.4283345,product,JIV-01-08zg2d,25,1133.68,,,
7953,456.143,3.4283345,product,JIV-01-08zg2d,25,1146.98,,,
8013,471.74,3.4283345,product,JIV-01-08zg2d,25,1097.81,,,
8073,466.227,3.4283345,product,JIV-01-08zg2d,25,1136.66,,,
8133,471.474,3.4283345,product,JIV-01-08zg2d,25,1139,,,
8193,492.357,3.4283345,product,JIV-01-08zg2d,25,1116.79,,,
8253,469.683,3.4283345,product,JIV-01-08zg2d,25,1141.13,,,
8313,467.621,3.4283345,product,JIV-01-08zg2d,25,1132.68,,,
8373,481.689,3.4283345,product,JIV-01-08zg2d,25,1134.79,,,
8433,494.053,3.4283345,product,JIV-01-08zg2d,25,1129.14,,,
8493,481.726,3.4283345,product,JIV-01-08zg2d,25,1132.87,,,
8553,494.008,3.4283345,product,JIV-01-08zg2d,25,1153.33,,,
8613,488.844,3.4283345,product,JIV-01-08zg2d,25,1135.77,,,
8673,482.894,3.4283345,product,JIV-01-08zg2d,25,1150.42,,,
8733,503.298,3.4283345,product,JIV-01-08zg2d,25,1138.97,,,
8793,489.85,3.4283345,product,JIV-01-08zg2d,25,1140.87,,,
8853,504.293,3.4283345,product,JIV-01-08zg2d,25,1145.55,,,
8913,493.642,3.4283345,product,JIV-01-08zg2d,25,1151.07,,,
8973,503.174,3.4283345,product,JIV-01-08zg2d,25,1134.17,,,
9033,514.839,3.4283345,product,JIV-01-08zg2d,25,1129.91,,,
9093,515.266,3.4283345,product,JIV-01-08zg2d,25,1151.65,,,
9153,514.892,3.4283345,product,JIV-01-08zg2d,25,1111.01,,,
9213,505.33,3.4283345,product,JIV-01-08zg2d,25,1132.22,,,
9273,517.235,3.4283345,product,JIV-01-08zg2d,25,1131.95,,,
9333,510.184,3.4283345,product,JIV-01-08zg2d,25,1154.96,,,
9393,511.296,3.4283345,product,JIV-01-08zg2d,25,1151.53,,,
9453,535.479,3.4283345,product,JIV-01-08zg2d,25,1123.47,,,
9513,518.323,3.4283345,product,JIV-01-08zg2d,25,1151.18,,,
9573,519.428,3.4283345,product,JIV-01-08zg2d,25,1141.49,,,
9633,533.996,3.4283345,product,JIV-01-08zg2d,25,1131.28,,,
9693,537.022,3.4283345,product,JIV-01-08zg2d,25,1132.55,,,
9753,528.17,3.4283345,product,JIV-01-08zg2d,25,1152,,,
9813,550.168,3.4283345,product,JIV-01-08zg2d,25,1154.24,,,
9873,539.883,3.4283345,product,JIV-01-08zg2d,25,1142.14,,,
9933,541.665,3.4283345,product,JIV-01-08zg2d,25,1145.82,,,
9993,535.573,3.4283345,product,JIV-01-08zg2d,25,1150.56,,,
10053,553.683,3.4283345,product,JIV-01-08zg2d,25,1125.67,,,
10113,536.852,3.4283345,product,JIV-01-08zg2d,25,1151.19,,,
10173,556.182,3.4283345,product,JIV-01-08zg2d,25,1125.87,,,
10233,542.827,3.4283345,product,JIV-01-08zg2d,25,1153.4,,,
10293,545.069,3.4283345,product,JIV-01-08zg2d,25,1163.06,,,
10353,567.129,3.4283345,product,JIV-01-08zg2d,25,1137.96,,,
10413,545.459,3.4283345,product,JIV-01-08zg2d,25,1152.47,,,
10473,552.675,3.4283345,product,JIV-01-08zg2d,25,1135.21,,,
10533,563.768,3.4283345,product,JIV-01-08zg2d,25,1143.75,,,
10593,549.614,3.4283345,product,JIV-01-08zg2d,25,1148.2,,,
10653,550.245,3.4283345,product,JIV-01-08zg2d,25,1132.03,,,
10713,556.21,3.4283345,product,JIV-01-08zg2d,25,1128.6,,,
10773,557.524,3.4283345,product,JIV-01-08zg2d,25,1130.41,,,
10833,562.824,3.4283345,product,JIV-01-08zg2d,25,1138,,,
10893,561.849,3.4283345,product,JIV-01-08zg2d,25,1140.32,,,
